# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant
NUCB2	NUCB2	NM_001352665.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
NUCB2	NUCB2	NM_001352666.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
NUCB2	NUCB2	NM_001352667.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
NUCB2	NUCB2	NM_001352668.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
NUCB2	NUCB2	NM_001352669.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
NUCB2	NUCB2	NM_001352670.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
NUCB2	NUCB2	NM_001352671.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
NUCB2	NUCB2	NM_001352672.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
NUCB2	NUCB2	NM_005013.4	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
NUCKS1	NUCKS1	NM_022731.5	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
NUDCD1	NUDCD1	NM_001128211.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
NUDCD1	NUDCD1	NM_032869.4	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
NUDCD3	NUDCD3	NM_015332.4	protein_coding	0	0	0	7	1	0	0	0	6	0	0	0	0	0	0	0	0
NUDT1	NUDT1	NM_001367553.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NUDT1	NUDT1	NM_001367554.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NUDT1	NUDT1	NM_001367555.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NUDT1	NUDT1	NM_002452.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NUDT1	NUDT1	NM_198948.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NUDT1	NUDT1	NM_198949.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NUDT1	NUDT1	NM_198950.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NUDT1	NUDT1	NM_198952.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NUDT1	NUDT1	NM_198953.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NUDT1	NUDT1	NM_198954.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NUDT1	NUDT1	NR_160264.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NUDT13	NUDT13	NM_001283014.2	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
NUDT13	NUDT13	NM_001283015.2	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
NUDT13	NUDT13	NM_001283016.1	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
NUDT13	NUDT13	NM_001283017.1	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
NUDT13	NUDT13	NM_001283019.2	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
NUDT13	NUDT13	NM_015901.6	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
NUDT13	NUDT13	NR_104264.2		0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
NUDT14	NUDT14	NM_001318380.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NUDT14	NUDT14	NM_177533.5	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NUDT16	NUDT16	NM_001171905.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
NUDT16	NUDT16	NM_152395.3	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
NUDT16	NUDT16	NR_033268.2		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
NUDT2	NUDT2	NM_001161.5	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
NUDT2	NUDT2	NM_001244390.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
NUDT2	NUDT2	NM_147172.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
NUDT2	NUDT2	NM_147173.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
NUDT22	NUDT22	NM_001128612.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NUDT22	NUDT22	NM_001128613.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NUDT22	NUDT22	NM_001271831.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NUDT22	NUDT22	NM_032344.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NUDT3	NUDT3	NM_006703.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NUDT5	NUDT5	NM_001321647.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
NUDT5	NUDT5	NM_001321648.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
NUDT5	NUDT5	NM_014142.4	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
NUDT6	NUDT6	NM_007083.5	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
NUDT6	NUDT6	NM_198041.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
NUDT7	NUDT7	NM_001105663.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NUDT7	NUDT7	NM_001243657.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NUDT7	NUDT7	NM_001243660.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NUDT7	NUDT7	NM_001243661.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NUDT9	NUDT9	NM_001248011.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
NUDT9	NUDT9	NM_024047.5	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
NUDT9	NUDT9	NM_198038.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
NUF2	NUF2	NM_031423.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NUF2	NUF2	NM_145697.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NUFIP1	NUFIP1	NM_012345.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NUFIP2	NUFIP2	NM_020772.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NUMA1	NUMA1	NM_001286561.1	protein_coding	1	0	0	7	0	0	0	0	7	0	0	0	0	0	1	0	0
NUMA1	NUMA1	NM_006185.3	protein_coding	1	0	0	7	0	0	0	0	7	0	0	0	0	0	1	0	0
NUMA1	NUMA1	NR_104476.2		0	0	0	8	0	0	0	0	7	0	1	0	0	0	0	0	0
NUMB	NUMB	NM_001005743.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
NUMB	NUMB	NM_001005744.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
NUMB	NUMB	NM_001005745.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
NUMB	NUMB	NM_001320114.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
NUMB	NUMB	NM_003744.5	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
NUMBL	NUMBL	NM_001289979.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NUMBL	NUMBL	NM_001289980.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NUMBL	NUMBL	NM_004756.5	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NUP107	NUP107	NM_001330192.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NUP107	NUP107	NM_020401.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NUP133	NUP133	NM_018230.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NUP153	NUP153	NM_001278209.1	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0
NUP153	NUP153	NM_001278210.1	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0
NUP153	NUP153	NM_005124.4	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0
NUP155	NUP155	NM_001278312.2	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
NUP155	NUP155	NM_004298.4	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
NUP155	NUP155	NM_153485.3	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
NUP160	NUP160	NM_001318399.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NUP160	NUP160	NM_015231.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NUP160	NUP160	NR_134636.2		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NUP205	NUP205	NM_001329434.2	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
NUP205	NUP205	NM_015135.3	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
NUP210	NUP210	NM_024923.4	protein_coding	0	0	2	5	1	0	0	0	4	2	0	0	0	0	0	0	0
NUP210L	NUP210L	NM_001159484.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
NUP210L	NUP210L	NM_207308.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
NUP214	NUP214	NM_001318324.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NUP214	NUP214	NM_005085.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NUP35	NUP35	NM_001287584.1	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0
NUP35	NUP35	NM_001287585.1	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0
NUP35	NUP35	NM_138285.5	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0
NUP35	NUP35	NR_109856.1		0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0
NUP50	NUP50	NM_007172.4	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
NUP50	NUP50	NM_153645.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
NUP50-DT	NUP50-DT	NR_038956.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NUP50-DT	NUP50-DT	NR_038957.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NUP54	NUP54	NM_001278603.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
NUP54	NUP54	NM_017426.4	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
NUP54	NUP54	NR_103780.1		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
NUP54	NUP54	NR_103781.1		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
NUP54	NUP54	NR_103782.1		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
NUP58	NUP58	NM_001008564.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NUP58	NUP58	NM_014089.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NUP62	NUP62	NM_001193357.2	protein_coding	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0
NUP62	NUP62	NM_012346.5	protein_coding	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0
NUP62	NUP62	NM_016553.5	protein_coding	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0
NUP62	NUP62	NM_153718.4	protein_coding	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0
NUP62	NUP62	NM_153719.4	protein_coding	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0
NUP85	NUP85	NM_001303276.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
NUP85	NUP85	NM_001330472.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
NUP85	NUP85	NM_024844.5	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
NUP88	NUP88	NM_001320653.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
NUP88	NUP88	NM_002532.6	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
NUP93	NUP93	NM_001242795.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
NUP93	NUP93	NM_001242796.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
NUP93	NUP93	NM_014669.5	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
NUP98	NUP98	NM_001365125.2	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0
NUP98	NUP98	NM_001365126.1	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0
NUP98	NUP98	NM_001365127.2	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0
NUP98	NUP98	NM_001365128.2	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0
NUP98	NUP98	NM_001365129.2	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0
NUP98	NUP98	NM_005387.7	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
NUP98	NUP98	NM_016320.5	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0
NUP98	NUP98	NM_139131.5	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
NUP98	NUP98	NM_139132.4	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0
NUP98	NUP98	NR_157589.2		0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0
NUP98	NUP98	NR_157590.2		0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0
NUP98	NUP98	NR_157591.1		0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0
NUPR1	NUPR1	NM_001042483.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NUPR1	NUPR1	NM_012385.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NUSAP1	NUSAP1	NM_001243142.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NUSAP1	NUSAP1	NM_001243143.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NUSAP1	NUSAP1	NM_001243144.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NUSAP1	NUSAP1	NM_001301136.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NUSAP1	NUSAP1	NM_016359.5	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NUSAP1	NUSAP1	NM_018454.8	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NVL	NVL	NM_001243146.1	protein_coding	0	1	0	5	0	0	0	0	5	0	0	0	0	0	0	0	1
NVL	NVL	NM_001243147.1	protein_coding	0	1	0	5	0	0	0	0	5	0	0	0	0	0	0	0	1
NVL	NVL	NM_002533.4	protein_coding	0	1	0	5	0	0	0	0	5	0	0	0	0	0	0	0	1
NVL	NVL	NM_206840.2	protein_coding	0	1	0	5	0	0	0	0	5	0	0	0	0	0	0	0	1
NWD1	NWD1	NM_001007525.5	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
NWD1	NWD1	NM_001290355.3	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
NWD1	NWD1	NM_001347994.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
NWD2	NWD2	NM_001144990.2	protein_coding	0	0	0	12	1	0	0	0	11	0	0	0	0	0	0	0	0
NXF1	NXF1	NM_001081491.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NXF1	NXF1	NM_006362.5	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NXN	NXN	NM_001205319.1	protein_coding	0	0	0	10	1	0	0	0	9	0	0	0	0	0	0	0	0
NXN	NXN	NM_022463.5	protein_coding	0	0	0	14	1	0	0	0	13	0	0	0	0	0	0	0	0
NXNL2	NXNL2	NM_001161625.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
NXNL2	NXNL2	NM_145283.3	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
NXPE1	NXPE1	NM_001367953.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NXPE1	NXPE1	NM_152315.5	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NXPE2	NXPE2	NM_182495.6	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NXPE3	NXPE3	NM_001134456.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NXPE3	NXPE3	NM_001348990.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NXPE3	NXPE3	NM_001348991.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NXPE3	NXPE3	NM_001348992.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NXPE3	NXPE3	NM_001348993.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NXPE3	NXPE3	NM_001348994.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NXPE3	NXPE3	NM_001348995.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NXPE3	NXPE3	NM_001348996.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NXPE3	NXPE3	NM_001348997.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NXPE3	NXPE3	NM_001348998.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NXPE3	NXPE3	NM_145037.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NXPE3	NXPE3	NR_145993.2		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NXPE4	NXPE4	NM_001077639.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NXPE4	NXPE4	NM_017678.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NXPH1	NXPH1	NM_152745.3	protein_coding	0	0	0	28	0	0	0	0	28	0	0	0	0	0	0	0	0
NXPH2	NXPH2	NM_007226.3	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
NYAP2	NYAP2	NM_001371273.1	protein_coding	0	0	0	11	0	0	0	0	11	0	0	0	0	0	0	0	0
NYAP2	NYAP2	NM_020864.1	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0
NYNRIN	NYNRIN	NM_025081.3	protein_coding	0	0	0	4	1	0	0	0	3	0	0	0	0	0	0	0	0
OACYLP	OACYLP	NR_024021.2		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
OAF	OAF	NM_178507.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
OAS2	OAS2	NM_001032731.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
OAS2	OAS2	NM_002535.3	protein_coding	0	0	0	3	1	0	0	0	2	0	0	0	0	0	0	0	0
OAS2	OAS2	NM_016817.3	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
OAS3	OAS3	NM_006187.4	protein_coding	0	1	0	6	2	0	0	0	4	0	0	0	0	0	0	0	1
OASL	OASL	NM_001261825.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
OASL	OASL	NM_003733.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
OASL	OASL	NM_198213.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
OAT	OAT	NM_000274.4	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
OAT	OAT	NM_001171814.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
OAT	OAT	NM_001322965.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
OAT	OAT	NM_001322966.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
OAT	OAT	NM_001322967.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
OAT	OAT	NM_001322968.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
OAT	OAT	NM_001322969.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
OAT	OAT	NM_001322970.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
OAT	OAT	NM_001322971.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
OAT	OAT	NM_001322974.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
OAZ1	OAZ1	NM_001301020.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
OAZ1	OAZ1	NM_004152.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
OAZ2	OAZ2	NM_001301302.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
OAZ2	OAZ2	NM_002537.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
OAZ3	OAZ3	NM_001134939.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
OAZ3	OAZ3	NM_001301371.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
OAZ3	OAZ3	NM_016178.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
OBI1	OBI1	NM_024546.4	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
OBI1-AS1	OBI1-AS1	NR_047001.1		0	0	0	35	0	0	0	0	35	0	0	0	0	0	0	0	0
OBP2A	OBP2A	NM_001293189.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
OBP2A	OBP2A	NM_001293193.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
OBP2A	OBP2A	NM_014582.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
OBP2A	OBP2A	NR_120603.2		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
OBSCN	OBSCN	NM_001098623.2	protein_coding	0	0	0	21	0	0	0	0	21	0	0	0	0	0	0	0	0
OBSCN	OBSCN	NM_001271223.2	protein_coding	0	1	0	20	0	0	0	0	20	0	0	0	0	0	0	0	1
OBSCN	OBSCN	NM_052843.4	protein_coding	0	0	0	20	0	0	0	0	20	0	0	0	0	0	0	0	0
OBSCN-AS1	OBSCN-AS1	NR_073154.1		0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
OBSCN-AS1	OBSCN-AS1	NR_073155.1		0	0	0	5	0	0	0	0	4	0	1	0	0	0	0	0	0
OBSL1	OBSL1	NM_001173408.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
OBSL1	OBSL1	NM_001173431.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
OBSL1	OBSL1	NM_015311.3	protein_coding	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	1
OC90	OC90	NM_001080399.3	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
OCA2	OCA2	NM_000275.3.3	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0
OCA2	OCA2	NM_001300984.2	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0
ODF1	ODF1	NM_024410.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ODF3	ODF3	NM_001286136.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ODF3	ODF3	NM_053280.4	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ODF3L2	ODF3L2	NM_182577.2	protein_coding	0	0	0	4	1	0	0	0	3	0	0	0	0	0	0	0	0
ODF4	ODF4	NM_001319953.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ODF4	ODF4	NM_153007.5	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ODR4	ODR4	NM_001164245.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ODR4	ODR4	NM_001164246.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ODR4	ODR4	NM_017847.6	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
OGDH	OGDH	NM_001003941.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
OGDH	OGDH	NM_001165036.2	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0
OGDH	OGDH	NM_001363523.2	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0
OGDH	OGDH	NM_002541.4	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0
